Company,Source,RepVue Score,Last Checked,Currently Open,Notes
Kipi.ai,repvue,88.04,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Helion,repvue,88.04,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Temelio,repvue,88.02,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Andmore,repvue,88.02,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Atlan,repvue,88.02,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
busybusy,repvue,88.01,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Spellbook,repvue,88.01,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Artesian Bottleless Water,repvue,87.98,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
EPI-USE Labs,repvue,87.98,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CINC,repvue,87.98,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
This is Growth,repvue,87.98,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Concentric AI,repvue,87.96,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Applied Systems,repvue,87.96,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Cleo,repvue,87.95,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Opkey,repvue,87.95,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Orasi Software,repvue,87.95,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
dbt Labs,repvue,87.94,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Folloze,repvue,87.94,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Vantaca,repvue,87.93,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Teledyne Technologies,repvue,87.93,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Synthesia,repvue,87.93,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Epic,repvue,87.93,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
GreenSky,repvue,87.93,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Travelers,repvue,87.92,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Benifex,repvue,87.92,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Vortexa,repvue,87.90,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Creatio,repvue,87.88,2026-06-30,Y,top500 RepVue scan: open AE role
Scale Computing,repvue,87.86,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Millennium Health,repvue,87.86,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
IDeaS Revenue Solutions,repvue,87.86,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Wayground,repvue,87.85,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
SafetyWing,repvue,87.84,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Stripe,repvue,87.83,2026-06-30,Y,top500 RepVue scan: open AE role
Greenhouse Software,repvue,87.80,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Sanity,repvue,87.79,2026-06-30,Y,top500 RepVue scan: open AE role
"KETIV Technologies, Inc.",repvue,87.77,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
zLinq,repvue,87.76,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Aerogen,repvue,87.74,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
X,repvue,87.73,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Invitae,repvue,87.73,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Propelus,repvue,87.72,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Riskonnect,repvue,87.72,2026-06-30,Y,top500 RepVue scan: open AE role
ArchiveSocial,repvue,87.71,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Alternative Payments,repvue,87.71,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Roche,repvue,87.71,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Zumper,repvue,87.71,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
MetLife,repvue,87.69,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Snapdocs,repvue,87.69,2026-06-30,Y,top500 RepVue scan: open AE role
Copper,repvue,87.67,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Triptease,repvue,87.67,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Locus Robotics,repvue,87.66,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Ignition,repvue,87.66,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Reltio,repvue,87.65,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Shift Technology,repvue,87.65,2026-06-30,Y,top500 RepVue scan: open AE role
Yipitdata,repvue,87.65,2026-06-30,Y,top500 RepVue scan: open AE role
Calix,repvue,87.64,2026-06-30,Y,top500 RepVue scan: open AE role
Trane Technologies,repvue,87.64,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Luciq,repvue,87.63,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Passport,repvue,87.62,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Stensul,repvue,87.61,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
PermitFlow,repvue,87.60,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
MasterControl,repvue,87.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Instrumentl,repvue,87.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Mission Cloud,repvue,87.58,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
1Huddle,repvue,87.56,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Oliver Wyman,repvue,87.54,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Parchment,repvue,87.54,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Observe,repvue,87.52,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Linxup,repvue,87.51,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Tugboat Logic,repvue,87.50,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Fyle,repvue,87.49,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Bevi,repvue,87.48,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Cloudsmith,repvue,87.47,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Achieve One,repvue,87.47,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Flipp,repvue,87.46,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Alcon,repvue,87.46,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Digitalzone,repvue,87.43,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Siteline,repvue,87.42,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Interfolio,repvue,87.41,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Otsuka,repvue,87.39,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Grata,repvue,87.39,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Groove Technology Solutions,repvue,87.38,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Eagle Eye,repvue,87.38,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Wiiisdom,repvue,87.37,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
UXCam,repvue,87.37,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CrowdStrike,repvue,87.36,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Laurel,repvue,87.36,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Rafay,repvue,87.36,2026-06-30,Y,top500 RepVue scan: open AE role
OnSiteIQ,repvue,87.36,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Endress+Hauser Group,repvue,87.36,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
SEON Fraud Fighters,repvue,87.35,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
"SBI, The Growth Advisory",repvue,87.35,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Walmart Connect,repvue,87.35,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
SAP LeanIX,repvue,87.34,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
PracticeTek,repvue,87.34,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Caylent,repvue,87.33,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CoderPad,repvue,87.32,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Piinpoint,repvue,87.31,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Tandems,repvue,87.31,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Unilever,repvue,87.28,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Tractian,repvue,87.28,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Notion,repvue,87.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Pricefx,repvue,87.22,2026-06-30,Y,top500 RepVue scan: open AE role
Hopper,repvue,87.22,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
A-LIGN,repvue,87.22,2026-06-30,Y,top500 RepVue scan: open AE role
Western Digital,repvue,87.21,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Servers.com,repvue,87.21,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Repsly,repvue,87.20,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Better Homes and Gardens Real Estate,repvue,87.20,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Westcon Comstor,repvue,87.19,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
PaymentWorks,repvue,87.17,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
AirDNA,repvue,87.17,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Shiftboard,repvue,87.17,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CData Software,repvue,87.17,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Mutual of Omaha Mortgage,repvue,87.15,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Duo Security (Cisco),repvue,87.14,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
LendingTree,repvue,87.14,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
emnify,repvue,87.13,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Deeto,repvue,87.12,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Automata,repvue,87.12,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Toast,repvue,87.11,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Uproar Partners,repvue,87.10,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Camunda,repvue,87.10,2026-06-30,Y,top500 RepVue scan: open AE role
Leavitt Machinery,repvue,87.10,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Skuid,repvue,87.10,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
SimCorp,repvue,87.09,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Kyriba,repvue,87.08,2026-06-30,Y,top500 RepVue scan: open AE role
MineralTree,repvue,87.08,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Satori Cyber,repvue,87.08,2026-06-30,Y,top500 RepVue scan: open AE role
BI Worldwide,repvue,87.07,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
SMART Technologies,repvue,87.07,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Ease,repvue,87.05,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Alvys,repvue,87.05,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Businessolver,repvue,87.05,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Singular,repvue,87.05,2026-06-30,Y,top500 RepVue scan: open AE role
strongDM,repvue,87.05,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Maven Clinic,repvue,87.03,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Henkel,repvue,87.03,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Advanced Sterilization Products,repvue,87.02,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Qualia,repvue,87.01,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Marketo,repvue,87.00,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Everyday Speech,repvue,87.00,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Drake Software,repvue,86.99,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
3E,repvue,86.99,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Dandy,repvue,86.99,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Sun Life,repvue,86.98,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Redzone,repvue,86.98,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CHEQ,repvue,86.97,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Embrace,repvue,86.96,2026-06-30,Y,top500 RepVue scan: open AE role
Brevo,repvue,86.96,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
AppFolio,repvue,86.95,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Passage Health,repvue,86.94,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Pipefy,repvue,86.92,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
People Data Labs,repvue,86.92,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
OEC,repvue,86.91,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
GAF,repvue,86.89,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Vivun,repvue,86.89,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Baker Hill,repvue,86.88,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Ometria,repvue,86.88,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Veritext Legal Solutions,repvue,86.85,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Security Compass,repvue,86.84,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Trax Technologies,repvue,86.84,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
ExpertVoice,repvue,86.83,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Abnormal AI,repvue,86.83,2026-06-30,Y,top500 RepVue scan: open AE role
Builder.io,repvue,86.83,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Vulcan Cyber,repvue,86.83,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Century 21,repvue,86.83,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Almabase,repvue,86.81,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Constructor.io,repvue,86.80,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Beyond Pricing,repvue,86.80,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Bridgit,repvue,86.79,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Beanworks,repvue,86.79,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Numerator,repvue,86.78,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Liongard,repvue,86.76,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Tennant Company,repvue,86.75,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Onshape,repvue,86.75,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Fellow.ai,repvue,86.75,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Clariti,repvue,86.74,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Hiya Inc.,repvue,86.74,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Upstart,repvue,86.73,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Logos,repvue,86.73,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Forgestik,repvue,86.72,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
The Muse,repvue,86.69,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Dale Carnegie Training,repvue,86.68,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Ontra,repvue,86.67,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
ACA Group,repvue,86.67,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Ambition,repvue,86.67,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Join,repvue,86.66,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
LiveChat,repvue,86.64,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
FOSSA,repvue,86.64,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Flagstar Bank,repvue,86.62,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
PDQ,repvue,86.62,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CoreView,repvue,86.61,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Pacific Energy Concepts (PEC),repvue,86.60,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
"Neudesic, an IBM Company",repvue,86.60,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
UpGuard,repvue,86.60,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Prove,repvue,86.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Sage Publishing,repvue,86.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Re-Leased,repvue,86.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Tabs,repvue,86.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Alma,repvue,86.59,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Logicalis,repvue,86.58,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Nectar,repvue,86.58,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Noname Security,repvue,86.57,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
ActivTrak,repvue,86.56,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Outplay,repvue,86.56,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Origina,repvue,86.55,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Aurea Software,repvue,86.55,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Cherry,repvue,86.55,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Carolina Handling,repvue,86.53,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Superchat,repvue,86.53,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Actifio,repvue,86.50,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
AssuredPartners,repvue,86.49,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Sendcloud,repvue,86.48,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
GoEngineer,repvue,86.48,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Monte Carlo Data,repvue,86.47,2026-06-30,Y,top500 RepVue scan: open AE role
Cisco Systems,repvue,86.46,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
CareAcademy,repvue,86.46,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
"AppCard, Inc.",repvue,86.46,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Canopy,repvue,86.45,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
ClickTime,repvue,86.44,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Coalesce.io,repvue,86.43,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Kipu Health,repvue,86.42,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
tray.io,repvue,86.41,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Recharge,repvue,86.41,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
InvestNext,repvue,86.40,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Workday,repvue,86.40,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
JobGet,repvue,86.38,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
XM Cyber,repvue,86.38,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Domino Data Lab,repvue,86.37,2026-06-30,Y,top500 RepVue scan: open AE role
Dental Intelligence,repvue,86.36,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
"Jane Technologies, Inc.",repvue,86.35,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Stibo,repvue,86.34,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Buildkite,repvue,86.34,2026-06-30,Y,top500 RepVue scan: open AE role
HST Pathways,repvue,86.34,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
GuidePoint Security,repvue,86.33,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Action1,repvue,86.32,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Daikin,repvue,86.32,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Employment Hero,repvue,86.31,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
YCharts,repvue,86.31,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Upflow,repvue,86.30,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
FieldPulse,repvue,86.30,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Continu,repvue,86.30,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
REVGEN,repvue,86.30,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
ComplyAdvantage,repvue,86.30,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
FloQast,repvue,86.30,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
The Boston Beer Company,repvue,86.29,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Thought Machine,repvue,86.29,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Dremio,repvue,86.29,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Loopio,repvue,86.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Deposco,repvue,86.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
NBCUniversal,repvue,86.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
The Trade Desk,repvue,86.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Enphase Energy,repvue,86.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Seso Inc.,repvue,86.27,2026-06-30,Y,top500 RepVue scan: open AE role
Alloy,repvue,86.27,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Supio,repvue,86.25,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Allego,repvue,86.24,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Box,repvue,86.23,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
ePayPolicy,repvue,86.22,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
Takeda Pharmaceuticals,repvue,86.22,2026-06-30,N,top500 RepVue scan: no verified role / ATS unresolved
